post_id,post_text,date,writer,label
4533373320019672,"מהבוקר מחסנות חיסון שלישי כבר מגיל 50! אצתי רצתי לקבל אותו.  חיסונים מאז ומעולם הצילו את האנושות ממגפות, וגם בקורונה ובדלתא נלחם באמצעות חיסונים.  זאת גם הסיבה שהתעקשתי מול רה""מ ושר הבריאות שקופות החולים יחלועוד לקבוע תורים לחיסונים באופן אקטיבי עבור הציבור שטרם התחסן או התחסנה. לשמחתי הצעד הזה כבר קורה והוא יכול לשנות את היקפי התחלואה.  קחו אחריות על החיים ועל הבריאות שלכןם, של הקרובות והקרובים לכןם ושל החברה והמדינה שלנו. זה בידיים של כל אחת ואחד מאיתנו. לא רק כדי למנוע סגר, בחגים או בכלל. פשוט כדי להיות מחוסנות מפני הנגיף המשתולל הזה.  חיסון שלישי מגיל 50 ומעלה חיסון ראשון ושני למי שטרם התחסנו  צאו להתחסן, מחכות לכןם.",2021-08-13 11:38:16,Merav Michaeli מרב מיכאלי
4533026023387735,"באיחור אפנתי ניכר נזכר צה""ל לתקן עוול ארוך שנים להמון המון חיילות וחיילים. בפינתנו מוטב מאוחר, נשבח את צה""ל על הצעד החשוב הזה.  חשוב, אבל ממש לא מספיק. כי מעבר לשינוי במדדים המיושנים והמעוותים, צריך לעשות שינויעוד בתפיסה המיושנת והמעוותת, זו שרואה בני אדם רק לפי המין והמגדר שלהןם, בלי להתייחס ליכולות או לכישורים שלהןם.  אז לא. הכישורים הם אישיים, וההתאמה של חייל או חיילת לתפקיד מסויים חייבת להיעשות על בסיס יכולות, כישורים ומדדים מקצועיים.  כל רגע שעובר בחלוקה הזאת גורם לצה""ל לאבדן כח אדם מצוין. בואו נתקדם כבר לשלב הבא.",2021-08-13 08:38:34,Merav Michaeli מרב מיכאלי
4531230610233943,"מפלגת העבודה היא היום המפלגה הדמוקרטית ביותר במחנה המרכז-שמאל ובפוליטיקה הישראלית בכלל, והיום, הפכנו אותה לאפילו יותר דמוקרטית. ההחלטות שהעברנו בוועידת המפלגה היום לוקחות את כולנו צעד קדימה.  לא חיזקנו רק אתעוד הדמוקרטיה, חיזקנו גם את השוויון בינינו, כי דמוקרטיה אמיתית היא שוויון אמיתי.  שמחה על הבעת האמון של חברותי וחברי לסיעה, וכמובן, לאמון של חברות וחברי הוועידה שהצביעו בעד.",2021-08-12 18:36:23,Merav Michaeli מרב מיכאלי
4527929597230711,"בעודי נכנסת לישיבה בקבינט הקורונה אני חושבת על הפער המדהים בין קבינט הקורונה הענייני והמכבד הזה לבין קבינט הקורונה ההרסני הקודם. איזה מזל שהצלחנו להקים את ממשלת השינוי ואיזה מזל שמפלגת העבודה היא חלק כל כך מרכזי בה.  לחשוב שלפני פחות משנה הייתי צריכה להגיע עד בית המשפט העליון במאבק על הצלת מפלגת העבודה. במאבק על קיום הדמוקרטיה הבסיסית שלה, על זכות כל חברה וחבר מפלגה לבחור את היו""ר והרשימה לכנסת.  עכשיו, כשהמפלגה קמה מחדש, מתעדכנת ומתחזקת, אני חייבת לדאוג שאי אפשר יהיה שוב לנסות לקחת לחברות ולחברים את הזכות הבסיסית הזאת.  מחר נקיים הצבעה בוועידת המפלגה על שני דברים חשובים שיהפכו את המפלגה שלנו ליותר דמוקרטית וליותר שווה. ראשית, נבטיח שכל חברה וחבר במפלגה יוכלו להצביע על רשימת המפלגה בבחירות, ושלא יהיה ניתן לפגוע בזכות הזאת כפי שניסו לעשות לפני הבחירות האחרונות. הזכות הזאת שקיימת מימי רבין תישמר ולכל חבר וחברה תהיה הזכות להשפיע על הנציגים שלהןם לכנסת.  בנוסף, נבטיח שהשוויון המגדרי שיש לנו ברשימה בכנסת יהיה גם בכל מוסדות המפלגה. חצי חצי נשים וגברים.  בכלל, זה הזמן להצטרף אלינו. מי מכןם, שעדיין לא חברים וחברות במפלגת העבודה, בואו אלינו. למפלגה הכי דמוקרטית, הכי שוויונית, שהכי עובדת בשבילכן ובשבילכם. מחכות לכןם. לינק להצטרפות בתגובה הראשונה.",2021-08-11 18:16:34,Merav Michaeli מרב מיכאלי
4525277584162579,"אני יודעת שחם לך, בעצם, אני בטוחה שחם לך. וזה הולך ומתחמם, חם, חם - רותח!  מכירות את המשחק הזה? אז זהו, שכבר מזמן אי אפשר לשחק עם זה. וגם מי שרצה לא יכול להכחיש יותר. האנושות גרמה לעצמה ולסביבה הרס נוראי. בישראל אמנם ""רק"" חם, אבל בעולם האסונות מגיעים בקצב - שטפונות, שריפות, מזג אוויר קיצוני וזה רק קצה הקרחון.  זה אולי נשמע אפוקליפטי, אבל אנחנו כבר לא בעולם של מדע בדיוני, אנחנו בעולם של מדע. והמדע, והמדענים והמדעניות של הפאנל הבין-ממשלתי לשינויי אקלים (IPCC) של האו""ם אומרים מפורשות – החמצנו את ההזדמנות להימנע מהתחממות כדור הארץ וכל שנותר הוא למתן אותה. האחריות היא עלינו ויש הרבה מה לעשות.  משרד התחבורה בראשותי העביר החלטת ממשלה למעבר לכלכלה דלת פחמן יחד עם המשרד להגנת הסביבה ומשרד האנרגיה. יחד אנחנו משפיעות על המצב באמצעות השקעה תקציבית מאסיבית בתשתיות נקיות – 470 מיליון ₪ לרכש אלפי אוטובוסים עירוניים חשמליים, 3.5 מיליארד ₪ להקמת מסופי אוטובוסים חדשים עם אלפי עמדות טעינה חשמליות, פיתוח תמריצי מיסוי לעידוד רכש רכבים חשמליים, העברת הרכש החדש של צי הרכב הממשלתי לרכבים חשמליים עד 2025, הקמת תשתית לעמדות טעינה חשמליות בכל חניון או מכרז חדש של הבינוי, הקמת תשתית לייצור אנרגיה סולרית במסופי אוטובוסים ועוד.  אנחנו משקיעות בתחבורה חשמלית נקיה, בחיזוק מערך התחבורה הציבורית כך שלא תצטרכו לנסוע ברכב הפרטי המזהם ובעידוד ופיתוח התשתיות עבור אופניים והליכה, שטובים לבריאות הפיזית והסביבתית.  בהמשך נעביר החלטת ממשלה ל""תחבורה נקיה"" עם המשרד להגנת הסביבה שתכלול הקמת מוקדי הסעת המונים בעלי תשתית לטעינת כלי רכב חשמליים, אגרה מופחתת למוניות בהנעה חשמלית מלאה, השקעה של 40 מיליון ₪ בהקמת יכולת לתדלק אוניות שמונעות בגז ומתן תמריצים להגעה של אוניות מופחתות זיהום לחופי ישראל.  הפערים שאתןם מרגישות ומרגישים בתנועת הרכבות לאחרונה נוצרים כי אנחנו מחשמלים אותן. זיהום האוויר שנוצר מהרכבת עד היום הוא משמעותי ורק באמצעות חישמול והפסקת הפעלתן ע""י דלק נוכל להפחית את הזיהום.  ביחד עם השרה להגנת הסביבה החלטנו על שיתוף פעולה, במסגרתו נציגי ונציגות משרדה ישתתפו בדיוני התכנון של משרד התחבורה כך שאף אלמנט סביבתי לא ישמט, וזאת רק ההתחלה.  אנחנו חייבות להגן על הטבע שלנו, על החיות, על המשאבים, אנחנו חייבות וחייבים להגן עלינו, אחרת כל השאר לא משנה.  סיעת העבודה ואני מתחייבות שנעשה הכל ונשתמש בכוח שיש ברשותנו כדי לצמצם את הפגיעה, לקדם את הצעדים הנדרשים ולנסות להפחית את הגעת האסון האקלימי. אנחנו על זה.",2021-08-10 21:12:17,Merav Michaeli מרב מיכאלי
4520762207947450,"""תארי לך שדגל ישראל יפסיק להגיע ולהיראות במדינות אחרות בעולם""  אמר לי אחד הטייסים שדיברתי איתם לאחרונה על פגיעת הקורונה בענף התעופה שלנו.  זה אולי האגרוף בבטן הכי מוחשי למשמעות הקריסה המוחלטת של חברות התעופה הישראליות, וזה לפני שדיברנו על הנזק האסטרטגי - מי יחזיר אתכןם הביתה בפעם הבאה שיהיה כאן מבצע ומלחמה ואף חברת תעופה זרה לא תסכים לטוס לכאן?  חברות התעופה הן הקשר שלנו לעולם, הציר שלנו והצינור האווירי שלנו. כמובן שחברות התעופה הישראליות פועלות לצד חברות זרות, אבל כשאלה מפסיקות לפעול, בגלל מצב ביטחוני או אירועים חריגים כאלה ואחרים, חברות התעופה הישראליות ממשיכות בכל הכח.  זאת גם הסיבה שאת הסיוע הכלכלי שהן חייבות לקבל אני דורשת בצורה חד משמעית. הצעד הראשון כבר נעשה, כאשר קיבלתי התחייבות מרה""מ שהנושא יקודם. עכשיו חובת ההוכחה היא על הממשלה - אני קוראת לרה""מ ולאוצר להתגייס במהרה כי אנחנו במצב חירום.  עם קריאה לציבור לא לטוס, חייב לבוא הפיצוי הראוי מהצד השני. כמו שכל הענפים האחרים פוצו, כך גם יש לפצות את חברות התעופה הישראליות, ועל אחת כמה וכמה כשברור כמה הן חשובות לכוחה של ישראל לתפקד כמדינה עצמאית במזרח התיכון.  נפגשתי אתמול עם ראשי חברות התעופה, שמעתי כמה קשה וגם מה הפתרונות, הם הגיעו עם ראש פתוח, עם נפש חפצה ובעיקר עם רצון משותף שנשמור על הבריאות של כולנו, אבל לא פחות חשוב, נשמור על הכלכלה שלנו ועל היכולת שלנו לעוף.  בתמונה (משמאל לימין) מיכל פרנק, מנכ""לית משרד התחבורה, שלומי עם שלום, סמנכ""ל אל על, דינה בן טל, סמנכ""לית אל על, גדי טפר, יו""ר ארקיע, אביגל שורק, מנכ""ל אל על, אורי סירקיס, מנכ""ל ישראייר",2021-08-09 11:18:20,Merav Michaeli מרב מיכאלי
4519117528111918,"לפעמים כל מה שצריך זה להפוך את המשוואה. עד היום ניסינו הרבה דברים כדי לעודד התחסנות, אבל זה לא יכול לקרות באיומים, לא בתשדירים ולא בתדרוכים. היום בישיבת הממשלה הצעתי שמעכשיו, נפעל באופן אקטיבי ונקבע לכל אחתעוד ואחד שטרם התחסנו, תור לחיסון.  התור יישלח למתחסן או המתחסנת העתידיים עם האפשרות לאשר, לשנות או לבטל. או במילים אחרות - התור עלינו, ההגעה עליך.  הדלתא כאן איתנו, בואו נהפוך את הדלתא לטובתנו, נשמור ונגן על עצמנו. אנחנו נשלח לכןם תור, אתןם רק תלכו להתחסן.",2021-08-08 21:10:52,Merav Michaeli מרב מיכאלי
4514918885198449,"אשה ישראלית ראשונה עם מדליית זהב אולימפית. מתעמלת זהב. כולנו מסתכלות עלייך ולוקחות דוגמה. כל אחת מסתכלת עלייך ורואה כמה כשרון, כמה כח, כמה אומץ, כמה נחישות, כמה אישיות. כל אחת מאתנו מסתכלת עליך ורואה כמה רחוק אפשר להגיע. תודה לך אלופה",2021-08-07 12:55:05,Merav Michaeli מרב מיכאלי
4514882245202113,"לא יודעת מה אתכןם, אני בדמעות של אושר והתרגשות. לינוי אשרם אלופה אולימפית ומלכה באופן כללי. מדהימה. זהב.",2021-08-07 12:35:51,Merav Michaeli מרב מיכאלי
4500642753292729,יש תקציב בירושלים. תקציב שרואה אותך.,2021-08-02 18:06:49,Merav Michaeli מרב מיכאלי
